index,term,course_num,section,gpa,enrollment
7050,201602,AE 6015,A,3.50,23
7051,201602,AE 6115,A,3.44,21
7052,201602,AE 6310,A,3.40,99
7053,201602,AE 6310,Q,3.71,7
7054,201602,AE 6334,QSC,2.00,1
7055,201602,AE 6505,A,3.58,54
7056,201602,AE 6505,Q,2.50,4
7057,201602,AE 7774,Q,4.00,1
7058,201602,AE 8802,SAL,4.00,4
7059,201602,AE 8803,MAV,4.00,3
7060,201602,AE 8803,R,3.67,3
7061,201602,AE 8803,SEI,3.73,16
7062,201602,AE 8900,AHU,4.00,1
7063,201602,AE 8900,QRU,4.00,1
7064,201602,AE 8900,YAN,4.00,2
7065,201602,AE 9000,MEN,1,8
7066,201602,AE 9000,QMA,1,3
7067,201602,APPH 1050,R,3.91,43
7068,201602,APPH 8803,SS,1,1
7069,201602,APPH 9000,RN,1,2
7070,201602,APPH 9000,YJ,1,2
7071,201602,ARBC 1002,B,3.90,15
7072,201602,ARBC 2002,C,4.00,4
7073,201602,ARCH 2012,HD,3.18,11
7074,201602,ARCH 2012,MR,3.33,11
7075,201602,ARCH 2012,SG,3.82,11
7076,201602,ARCH 2474,JC,4.00,3
7077,201602,ARCH 3012,CR,4.00,4
7078,201602,ARCH 3012,HH,3.50,8
7079,201602,ARCH 3012,JK,3.75,4
7080,201602,ARCH 3012,JP,3.67,6
7081,201602,ARCH 3012,TA,4.00,6
7082,201602,ARCH 4012,CR,4.00,4
7083,201602,ARCH 4012,HH,3.75,4
7084,201602,ARCH 4012,JK,3.40,5
7085,201602,ARCH 4012,JP,3.80,5
7086,201602,ARCH 4012,PY,3.50,2
7087,201602,ARCH 4012,TA,4.00,5
7088,201602,ARCH 4127,AE,4.00,15
7089,201602,ARCH 4801,DB,4.00,4
7090,201602,ARCH 4801,DE,2.60,7
7091,201602,ARCH 4801,MC,3.67,9
7092,201602,ARCH 4802,JS,4.00,1
7093,201602,ARCH 4803,BB,4.00,1
7094,201602,ARCH 4803,LD,3.67,9
7095,201602,ARCH 4803,PY,3.50,2
7096,201602,ARCH 4823,HP,3.00,5
7097,201602,ARCH 4823,LH,3.70,11
7098,201602,ARCH 4823,MC,3.25,5
7099,201602,ARCH 4833,KJ,3.44,10
7100,201602,ARCH 4843,DR,3.67,4
7101,201602,ARCH 6027,A,3.32,19
7102,201602,ARCH 6070,CR,4.00,3
7103,201602,ARCH 6070,DY,3.75,8
7104,201602,ARCH 6070,JL,3.78,9
7105,201602,ARCH 6070,JP,3.75,8
7106,201602,ARCH 6070,MC,4.00,9
7107,201602,ARCH 6072,DB,4.00,8
7108,201602,ARCH 6072,EDJ,3.50,4
7109,201602,ARCH 6072,LS,3.75,8
7110,201602,ARCH 6072,MG,3.70,10
7111,201602,ARCH 6072,MS,4.00,11
7112,201602,ARCH 6127,AE,1,1
7113,201602,ARCH 6230,CR,3.85,40
7114,201602,ARCH 6252,RG,3.49,35
7115,201602,ARCH 6312,RP,3.00,1
7116,201602,ARCH 6352,AB,4.00,2
7117,201602,ARCH 6352,AE,4.00,6
7118,201602,ARCH 6352,LS,4.00,5
7119,201602,ARCH 6352,MC,3.50,10
7120,201602,ARCH 8801,DB,4.00,1
7121,201602,ARCH 8801,DE,3.33,9
7122,201602,ARCH 8802,JS,4.00,5
7123,201602,ARCH 8803,BB,3.67,5
7124,201602,ARCH 8803,LD,3.80,5
7125,201602,ARCH 8823,MC,4.00,1
7126,201602,ARCH 8833,KJ,3.50,9
7127,201602,ARCH 8843,DR,3.33,4
7128,201602,ARCH 8903,LD,4.00,1
7129,201602,ARCH 8903,MG,4.00,1
7130,201602,BIOL 2699,KOS,4.00,1
7131,201602,BIOL 2699,RAT,4.00,1
7132,201602,BIOL 3450,B,3.46,31
7133,201602,BIOL 4570,A,3.18,25
7134,201602,BIOL 4699,BRO,3.00,1
7135,201602,BIOL 4803,B,3.63,8
7136,201602,BIOL 4804,A,4.00,1
7137,201602,BIOL 6720,A,3.67,7
7138,201602,BIOL 8801,E,4.00,4
7139,201602,BIOL 8902,DIX,4.00,1
7140,201602,BMED 2310,F,3.38,24
7141,201602,BMED 2699,CHA,4.00,1
7142,201602,BMED 2699,CNG,4.00,1
7143,201602,BMED 2699,LEE,4.00,1
7144,201602,BMED 2699,SUL,3.75,4
7145,201602,BMED 2802,LEE,3.82,11
7146,201602,BMED 3110,G,3.69,13
7147,201602,BMED 4699,CLI,4.00,1
7148,201602,BMED 4699,GTR,4.00,1
7149,201602,BMED 4782,A,3.50,7
7150,201602,BMED 4783,A,3.33,5
7151,201602,BMED 4803,BHI,3.38,15
7152,201602,BMED 4813,MU,3.40,5
7153,201602,BMED 4813,NAN,3.60,15
7154,201602,BMED 4823,ALG,4.00,6
7155,201602,BMED 4843,VID,3.27,12
7156,201602,BMED 6508,A,3.67,30
7157,201602,BMED 8813,BHI,4.00,4
7158,201602,BMED 8813,ETR,4.00,3
7159,201602,BMED 8813,MHI,4.00,2
7160,201602,BC 4050,PP,3.71,15
7161,201602,BC 4833,DP,3.83,55
7162,201602,BC 6050,PP,4.00,24
7163,201602,BC 6385,EP,3.65,20
7164,201602,BC 6575,RP,3.86,8
7165,201602,BC 6600,EY,3.82,17
7166,201602,BC 8903,SLS,3.80,7
7167,201602,CHBE,4050.,3.15,54
7168,201602,CHBE,4698.,1,2
7169,201602,CHBE,4873.,3.40,5
7170,201602,CHBE,6050.,3.67,10
7171,201602,CHBE,7774.,4.00,1
7172,201602,CHEM 2311,P,2.25,162
7173,201602,CHEM 2312,M,2.86,80
7174,201602,CHEM 2699,POL,1,1
7175,201602,CHEM 4699,SCH,4.00,1
7176,201602,CHEM 4699,TMO,4.00,1
7177,201602,CHEM 6271,A,4.00,13
7178,201602,CHEM 6485,A,3.50,2
7179,201602,CHEM 8843,Q,3.75,6
7180,201602,CHEM 8853,B,3.67,7
7181,201602,CHEM 9000,P,1,4
7182,201602,CHIN 2002,E,3.45,11
7183,201602,CHIN 2011,G,3.53,15
7184,201602,CHIN 3022,C,3.83,7
7185,201602,CHIN 4004,G,3.67,8
7186,201602,CP 4105,C,3.00,3
7187,201602,CP 6105,C,3.32,19
7188,201602,CP 6442,C,3.88,10
7189,201602,CP 6611,EM,3.00,1
7190,201602,CP 8200,SB,3.63,8
7191,201602,CP 8505,BD,3.88,8
7192,201602,CP 8882,JJ,2.00,1
7193,201602,CEE 2699,C.,4.00,1
7194,201602,CEE 2699,JAC,4.00,1
7195,201602,CEE 3020,D,2.80,87
7196,201602,CEE 3340,D,3.74,19
7197,201602,CEE 3770,C,3.45,47
7198,201602,CEE 4200,D,3.24,75
7199,201602,CEE 4405,D,2.98,56
7200,201602,CEE 4600,D,3.15,42
7201,201602,CEE 4699,BA.,4.00,1
7202,201602,CEE 4803,SLS,3.85,47
7203,201602,CEE 4901,TEI,4.00,1
7204,201602,CEE 6442,A,4.00,11
7205,201602,CEE 6512,A,4.00,5
7206,201602,CEE 6541,A,3.82,44
7207,201602,CEE 6590,A,3.88,11
7208,201602,CEE 6601,A,3.64,23
7209,201602,CEE 6720,A,3.67,3
7210,201602,CEE 8813,K,4.00,5
7211,201602,CEE 8813,L,3.80,10
7212,201602,CEE 8813,M,3.57,7
7213,201602,CEE 8900,DAI,4.00,1
7214,201602,CEE 8900,SU.,4.00,1
7215,201602,COA 1012,AMA,3.65,17
7216,201602,COA 1012,PMA,3.47,15
7217,201602,COA 1060,HD,3.69,13
7218,201602,CSE 6240,A,3.92,78
7219,201602,CS 1100,A,6,100
7220,201602,CS 1100,B,8,99
7221,201602,CS 1301,GR,2,4
7222,201602,CS 1315,X,3.92,12
7223,201602,CS 1371,GR,2,3
7224,201602,CS 2200,GR,1,1
7225,201602,CS 2699,R,4.00,1
7226,201602,CS 4002,A,3.64,39
7227,201602,CS 4057,TM,4.00,5
7228,201602,CS 4261,R,4.00,5
7229,201602,CS 4725,A,3.25,8
7230,201602,CS 4803,CC,4.00,4
7231,201602,CS 4803,TD,3.00,1
7232,201602,CS 4901,KR,4.00,6
7233,201602,CS 4903,CI,4.00,9
7234,201602,CS 6402,QSA,3.91,35
7235,201602,CS 6476,R,4.00,7
7236,201602,CS 7476,A,3.77,29
7237,201602,CS 8001,VDE,2,17
7238,201602,CS 8001,VIS,1,11
7239,201602,CS 8803,ATT,4.00,19
7240,201602,CS 8803,CC,3.96,27
7241,201602,CS 8803,DL,3.63,57
7242,201602,CS 8803,ICN,4.00,9
7243,201602,CS 8803,PCB,4.00,10
7244,201602,CS 8803,SAH,3.71,21
7245,201602,CS 8803,STR,4.00,29
7246,201602,CS 8903,ODW,4.00,4
7247,201602,CS 8903,OLM,4.00,1
7248,201602,ECON 2101,PD,3.07,190
7249,201602,ECON 2105,RF,2.93,188
7250,201602,ECON 2106,JW,3.31,70
7251,201602,ECON 2250,EJ,2.59,19
7252,201602,ECON 4321,JMC,3.60,22
7253,201602,ECON 4350,TB,2.89,38
7254,201602,ECON 4360,MK,4.00,7
7255,201602,ECON 4370,DL,3.00,9
7256,201602,ECON 4411,SD,3.42,28
7257,201602,ECON 4699,WB,4.00,1
7258,201602,ECON 4910,CR,3.00,1
7259,201602,ECON 4910,MK,4.00,2
7260,201602,ECON 4910,VG,4.00,1
7261,201602,ECON 6105,MO,3.48,22
7262,201602,ECON 6160,JMC,3.64,25
7263,201602,ECON 6341,PM,3.00,2
7264,201602,ECON 6360,SD,3.50,2
7265,201602,ECON 6380,MO,4.00,9
7266,201602,ECON 6440,JMC,3.71,7
7267,201602,ECON 6650,TB,3.67,5
7268,201602,ECON 7112,MK,3.67,3
7269,201602,ECON 8803,BC,3.00,1
7270,201602,ECE 3150,A,3.16,51
7271,201602,ECE 3550,B,3.09,18
7272,201602,ECE 4260,A,3.21,45
7273,201602,ECE 4418,A,4.00,16
7274,201602,ECE 4607,A,3.30,46
7275,201602,ECE 4783,A,3.29,8
7276,201602,ECE 4813,A,3.31,46
7277,201602,ECE 6254,Q,3.60,5
7278,201602,ECE 6271,R,3.55,12
7279,201602,ECE 6323,QSZ,3.00,1
7280,201602,ECE 6501,R,4.00,19
7281,201602,ECE 6515,R,3.64,12
7282,201602,ECE 6540,A,3.64,12
7283,201602,ECE 6601,RSZ,3.00,7
7284,201602,ECE 6605,RSZ,3.00,6
7285,201602,ECE 6612,QSZ,2.25,4
7286,201602,ECE 6615,Q,3.50,10
7287,201602,ECE 6780,A,3.31,19
7288,201602,ECE 7103,A,3.42,14
7289,201602,ENGL 1102,F,3.25,20
7290,201602,ENGL 1102,SLS,3.52,25
7291,201602,FREN 2001,G,3.71,14
7292,201602,FREN 2001,UAA,3.55,14
7293,201602,FREN 2002,F,3.75,15
7294,201602,FREN 2002,UA,3.92,14
7295,201602,FREN 3004,H,3.88,10
7296,201602,FREN 3040,B,3.15,20
7297,201602,FREN 4061,D,3.42,13
7298,201602,FREN 4833,F,4.00,11
7299,201602,GT 2803,RV,4.00,19
7300,201602,GRMN 1002,G,3.53,24
7301,201602,GRMN 3055,F,3.62,23
7302,201602,GRMN 4694,F,4.00,9
7303,201602,GRMN 4813,H,3.57,9
7304,201602,HS 6400,A,3.50,4
7305,201602,HTS 2803,.,4.00,5
7306,201602,HTS 3002,A,3.50,27
7307,201602,HTS 3005,A,3.65,23
7308,201602,HTS 3063,R,3.46,24
7309,201602,HTS 3069,A,3.68,34
7310,201602,HTS 3070,A,3.33,10
7311,201602,HTS 3080,A,3.26,37
7312,201602,HTS 3089,A,3.78,39
7313,201602,HTS 3100,.,3.80,20
7314,201602,HTS 3803,A,2.83,27
7315,201602,HTS 4011,A,3.13,8
7316,201602,HTS 6002,A,3.50,6
7317,201602,HTS 6110,A,4.00,4
7318,201602,HTS 6118,A,3.75,12
7319,201602,HTS 8901,S.,4.00,1
7320,201602,HTS 8902,D.,1,1
7321,201602,HTS 8903,D.,4.00,1
7322,201602,HTS 8903,JS,4.00,1
7323,201602,HTS 8904,B.,4.00,1
7324,201602,HTS 8905,K.,4.00,1
7325,201602,ISYE 2699,SOK,4.00,2
7326,201602,ISYE 2699,TOV,4.00,1
7327,201602,ISYE 3770,F,3.20,69
7328,201602,ISYE 4106,MWX,1.88,8
7329,201602,ISYE 4106,MWY,2.13,8
7330,201602,ISYE 4106,MWZ,2.75,8
7331,201602,ISYE 4699,ALE,4.00,1
7332,201602,ISYE 4699,KIM,4.00,1
7333,201602,ISYE 4699,SOK,4.00,1
7334,201602,ISYE 4699,XIE,4.00,1
7335,201602,ISYE 4801,TRE,3.71,43
7336,201602,ISYE 4803,ALE,3.37,22
7337,201602,ISYE 4803,LAL,3.43,38
7338,201602,ISYE 4803,LUJ,3.88,41
7339,201602,ISYE 4803,SHA,2.91,43
7340,201602,ISYE 6320,A,3.77,13
7341,201602,ISYE 6381,QML,2.86,7
7342,201602,ISYE 6644,MSA,4.00,5
7343,201602,ISYE 6669,QSZ,3.50,2
7344,201602,ISYE 6740,MSA,3.55,54
7345,201602,ISYE 7201,A,3.29,8
7346,201602,ISYE 7406,Q,3.80,10
7347,201602,ISYE 7683,A,3.80,5
7348,201602,ISYE 7687,A,4.00,4
7349,201602,ISYE 8802,ERE,1,33
7350,201602,ISYE 8803,SUN,4.00,18
7351,201602,ISYE 8811,BLA,2,9
7352,201602,ISYE 8813,ZHO,4.00,16
7353,201602,ISYE 8900,TH,4.00,1
7354,201602,ISYE 8901,LEE,4.00,1
7355,201602,ID 2022,C,3.61,18
7356,201602,ID 2320,MNR,3.72,18
7357,201602,ID 2401,MNR,3.89,20
7358,201602,ID 2699,A,3.00,1
7359,201602,ID 3813,DE,3.78,10
7360,201602,ID 4699,DC,4.00,1
7361,201602,ID 4843,CZ,3.00,1
7362,201602,ID 4902,CJH,4.00,1
7363,201602,ID 4902,JDH,4.00,1
7364,201602,ID 4903,YZH,3.40,12
7365,201602,ID 4904,RMB,4.00,1
7366,201602,ID 8900,CJH,4.00,1
7367,201602,ID 8900,EI,4.00,1
7368,201602,ID 8900,JDH,4.00,1
7369,201602,ID 8900,JW,4.00,1
7370,201602,ID 8900,KKF,4.00,4
7371,201602,ID 8900,SC,4.00,1
7372,201602,ID 8900,SSD,4.00,6
7373,201602,ID 8900,UD,4.00,9
7374,201602,INTA 2042,A,3.50,98
7375,201602,INTA 2699,PT,4.00,1
7376,201602,INTA 3031,A,3.79,26
7377,201602,INTA 3043,A,3.57,28
7378,201602,INTA 3104,A,3.88,9
7379,201602,INTA 3203,R,3.59,41
7380,201602,INTA 3260,A,3.57,15
7381,201602,INTA 3330,A,3.43,8
7382,201602,INTA 4903,AT,4.00,1
7383,201602,INTA 4903,LB,4.00,1
7384,201602,INTA 6016,A,4.00,3
7385,201602,INTA 8803,KW,3.33,3
7386,201602,INTA 8803,MB,3.60,5
7387,201602,INTA 8803,RS,4.00,1
7388,201602,INTA 8903,AD,4.00,1
7389,201602,INTA 8903,KF,4.00,1
7390,201602,INTA 8903,TF,4.00,1
7391,201602,IAC 3803,JC,4.00,17
7392,201602,IAC 3813,DW,4.00,2
7393,201602,JAPN 1002,B,3.91,12
7394,201602,JAPN 2001,E,3.79,19
7395,201602,JAPN 2002,C,3.43,8
7396,201602,JAPN 2002,D,3.56,16
7397,201602,JAPN 3001,G,3.22,10
7398,201602,JAPN 3813,H,3.78,11
7399,201602,JAPN 3813,I,4.00,1
7400,201602,JAPN 4500,C,4.00,3
7401,201602,JAPN 4813,E,3.80,7
7402,201602,KOR 2002,B,4.00,9
7403,201602,KOR 2002,E,3.50,12
7404,201602,KOR 3002,E,3.85,29
7405,201602,KOR 3813,A,4.00,3
7406,201602,KOR 4002,G,3.90,15
7407,201602,LMC 2050,N,3.57,21
7408,201602,LMC 2300,F,3.76,35
7409,201602,LMC 2400,N,3.81,32
7410,201602,LMC 2500,N,3.80,35
7411,201602,LMC 2699,A,4.00,1
7412,201602,LMC 2720,A,3.82,19
7413,201602,LMC 2720,F,3.83,23
7414,201602,LMC 2730,TD,3.25,17
7415,201602,LMC 3104,TN,3.56,20
7416,201602,LMC 3112,D,3.63,36
7417,201602,LMC 3114,N,3.58,34
7418,201602,LMC 3202,N,3.40,35
7419,201602,LMC 3204,TE,4.00,20
7420,201602,LMC 3206,TN,3.67,34
7421,201602,LMC 3208,N,3.79,31
7422,201602,LMC 3212,TF,3.25,12
7423,201602,LMC 3226,D,3.77,31
7424,201602,LMC 3226,RNZ,3.96,23
7425,201602,LMC 3226,TN,3.75,13
7426,201602,LMC 3234,TE,4.00,15
7427,201602,LMC 3252,TD,3.76,22
7428,201602,LMC 3252,TN,3.48,23
7429,201602,LMC 3253,N,3.00,30
7430,201602,LMC 3254,TF,3.67,17
7431,201602,LMC 3256,TN,3.22,10
7432,201602,LMC 3257,F,3.78,19
7433,201602,LMC 3262,N,3.44,9
7434,201602,LMC 3306,B,3.56,27
7435,201602,LMC 3314,SLS,3.96,31
7436,201602,LMC 3403,J,3.73,12
7437,201602,LMC 3403,TF,3.80,10
7438,201602,LMC 3406,F,3.46,14
7439,201602,LMC 3408,F,2.20,5
7440,201602,LMC 3412,TN,3.71,7
7441,201602,LMC 3661,A,1,1
7442,201602,LMC 3823,HP,3.88,8
7443,201602,LMC 3823,KA,4.00,2
7444,201602,LMC 3833,CC,1,1
7445,201602,LMC 3843,D,4.00,9
7446,201602,LMC 3843,GZ,3.00,1
7447,201602,LMC 4100,D,4.00,2
7448,201602,LMC 4204,A,4.00,7
7449,201602,LMC 4400,N,3.25,9
7450,201602,LMC 4500,F,4.00,5
7451,201602,LMC 4600,F,4.00,3
7452,201602,LMC 4602,A,3.43,7
7453,201602,LMC 4699,CL,4.00,1
7454,201602,LMC 4811,JAH,4.00,1
7455,201602,LMC 4811,KH,4.00,1
7456,201602,LMC 4813,CS,4.00,1
7457,201602,LMC 4813,F,4.00,9
7458,201602,LMC 4813,H,4.00,5
7459,201602,LMC 4813,JAH,4.00,2
7460,201602,LMC 6213,BM,4.00,5
7461,201602,LMC 6215,LN,4.00,4
7462,201602,LMC 6215,MR,3.00,1
7463,201602,LMC 6340,JB,3.70,10
7464,201602,LMC 6800,MN,3.40,10
7465,201602,LMC 8001,JB,4.00,4
7466,201602,LMC 8801,CL,4.00,8
7467,201602,LMC 8801,NJ,1,1
7468,201602,LMC 8803,LK,4.00,3
7469,201602,LMC 8803,MN,3.73,12
7470,201602,LMC 8910,CD,4.00,1
7471,201602,LMC 8910,LN,4.00,1
7472,201602,LMC 8999,MN,4.00,4
7473,201602,MGT 2200,D,3.23,63
7474,201602,MGT 3075,A,3.60,56
7475,201602,MGT 3076,B,3.33,9
7476,201602,MGT 3084,A,3.03,39
7477,201602,MGT 3605,A,3.55,12
7478,201602,MGT 3614,A,3.83,13
7479,201602,MGT 3663,A,3.46,26
7480,201602,MGT 3744,A,3.85,50
7481,201602,MGT 3745,A,3.45,35
7482,201602,MGT 3745,B,3.65,35
7483,201602,MGT 4015,A,3.13,8
7484,201602,MGT 4043,A,3.47,23
7485,201602,MGT 4056,A,3.73,45
7486,201602,MGT 4057,TM,4.00,6
7487,201602,MGT 4068,A,3.33,26
7488,201602,MGT 4195,E,3.16,43
7489,201602,MGT 4304,B,3.70,10
7490,201602,MGT 4331,B,3.43,24
7491,201602,MGT 4341,A,3.19,26
7492,201602,MGT 4367,A,3.80,26
7493,201602,MGT 4401,B,3.50,34
7494,201602,MGT 4725,A,3.00,1
7495,201602,MGT 4803,M,3.80,9
7496,201602,MGT 4803,N,3.85,24
7497,201602,MGT 4811,TM,3.86,45
7498,201602,MGT 4910,J,3.00,1
7499,201602,MGT 6010,EMA,3.00,3
7500,201602,MGT 6020,A,4.00,2
7501,201602,MGT 6020,EMA,3.00,2
7502,201602,MGT 6022,A,4.00,1
7503,201602,MGT 6042,A,4.00,1
7504,201602,MGT 6042,EMA,4.00,1
7505,201602,MGT 6043,A,4.00,2
7506,201602,MGT 6056,A,3.89,28
7507,201602,MGT 6056,EMA,4.00,1
7508,201602,MGT 6056,EMB,3.93,15
7509,201602,MGT 6057,A,3.86,12
7510,201602,MGT 6057,EMA,4.00,22
7511,201602,MGT 6058,A,4.00,26
7512,201602,MGT 6058,EMA,4.00,2
7513,201602,MGT 6080,EMA,3.50,2
7514,201602,MGT 6081,A,3.58,55
7515,201602,MGT 6081,EM,3.83,6
7516,201602,MGT 6083,EMA,4.00,2
7517,201602,MGT 6101,EM,3.67,6
7518,201602,MGT 6165,A,1,2
7519,201602,MGT 6165,B,3.64,21
7520,201602,MGT 6165,EMA,3.83,24
7521,201602,MGT 6185,EMA,4.00,2
7522,201602,MGT 6302,A,3.61,27
7523,201602,MGT 6302,EMA,2.80,5
7524,201602,MGT 6302,EMB,3.58,28
7525,201602,MGT 6310,A,3.76,40
7526,201602,MGT 6310,B,4.00,2
7527,201602,MGT 6310,EMA,3.67,3
7528,201602,MGT 6310,EMB,3.71,26
7529,201602,MGT 6326,A,4.00,11
7530,201602,MGT 6326,EMA,3.94,18
7531,201602,MGT 6352,A,4.00,3
7532,201602,MGT 6352,B,3.62,13
7533,201602,MGT 6352,C,4.00,10
7534,201602,MGT 6352,EMA,4.00,8
7535,201602,MGT 6352,EMB,3.92,12
7536,201602,MGT 6352,EMC,4.00,12
7537,201602,MGT 6359,A,4.00,14
7538,201602,MGT 6359,EMA,3.81,25
7539,201602,MGT 6360,A,3.74,21
7540,201602,MGT 6360,EMA,4.00,1
7541,201602,MGT 6400,A,4.00,71
7542,201602,MGT 6400,B,4.00,10
7543,201602,MGT 6400,EMA,4.00,2
7544,201602,MGT 6400,EMB,3.90,21
7545,201602,MGT 6401,EMA,3.67,3
7546,201602,MGT 6508,A,3.90,61
7547,201602,MGT 6508,EM,3.65,75
7548,201602,MGT 6509,A,3.63,30
7549,201602,MGT 6664,EM,3.00,1
7550,201602,MGT 6725,A,4.00,4
7551,201602,MGT 6725,EMA,3.33,3
7552,201602,MGT 6753,QML,3.43,7
7553,201602,MGT 6769,A,3.40,28
7554,201602,MGT 6772,EMA,3.00,1
7555,201602,MGT 6831,A,3.96,24
7556,201602,MGT 6831,EMA,4.00,3
7557,201602,MGT 7060,A,4.00,2
7558,201602,MGT 7062,A,4.00,2
7559,201602,MGT 7102,A,3.75,6
7560,201602,MGT 7308,A,3.88,8
7561,201602,MGT 8803,EMQ,3.77,15
7562,201602,MGT 8803,G,4.00,3
7563,201602,MGT 8803,K,3.52,44
7564,201602,MGT 8803,L,4.00,30
7565,201602,MGT 8811,B,4.00,4
7566,201602,MGT 8903,DRD,4.00,1
7567,201602,MGT 8903,DRK,4.00,1
7568,201602,MGT 8903,DRS,4.00,1
7569,201602,MGT 8903,DRZ,4.00,1
7570,201602,MGT 8903,DST,4.00,1
7571,201602,MGT 8903,DSU,4.00,2
7572,201602,MGT 8903,EMG,4.00,3
7573,201602,MGT 8903,J,4.00,2
7574,201602,MSE 2699,MLR,4.00,1
7575,201602,MSE 2699,PS,4.00,1
7576,201602,MSE 2801,MLR,4.00,9
7577,201602,MSE 3021,C,3.63,20
7578,201602,MSE 3021,D,3.52,22
7579,201602,MSE 4420,B,3.63,27
7580,201602,MSE 4699,KF,4.00,1
7581,201602,MSE 4699,SM,4.00,1
7582,201602,MSE 4699,VM,4.00,1
7583,201602,MSE 4803,I,3.00,6
7584,201602,MSE 4803,R,3.04,61
7585,201602,MSE 6406,A,4.00,19
7586,201602,MSE 8803,HG,3.92,13
7587,201602,MSE 8903,JR,4.00,1
7588,201602,MSE 9000,PS,1,6
7589,201602,MATH 1113,F,2.86,20
7590,201602,MATH 1553,C,3.26,100
7591,201602,MATH 1553,J,3.24,100
7592,201602,MATH 2106,F,3.40,28
7593,201602,MATH 2106,K,2.86,23
7594,201602,MATH 2550,C,3.48,87
7595,201602,MATH 2550,E,3.49,49
7596,201602,MATH 2550,M,3.35,38
7597,201602,MATH 2551,HP,3.50,25
7598,201602,MATH 3215,C,2.69,47
7599,201602,MATH 3406,K,2.91,30
7600,201602,MATH 3670,F,2.05,46
7601,201602,MATH 3670,G,2.93,66
7602,201602,MATH 3670,M,2.49,49
7603,201602,MATH 4080,STR,4.00,1
7604,201602,MATH 4090,ROB,4.00,1
7605,201602,MATH 4090,TET,4.00,1
7606,201602,MATH 4090,VAZ,4.00,1
7607,201602,MATH 4695,A,4.00,1
7608,201602,MATH 4699,HEH,4.00,1
7609,201602,MATH 4803,LEY,3.57,8
7610,201602,MATH 4999,RAB,4.00,3
7611,201602,MATH 6422,A,3.75,10
7612,201602,MATH 6635,NEW,3.50,54
7613,201602,MATH 6641,A,3.79,24
7614,201602,MATH 6643,R,3.89,20
7615,201602,MATH 6783,Q,4.00,1
7616,201602,MATH 7245,A,4.00,9
7617,201602,MATH 8803,POP,4.00,10
7618,201602,MATH 8803,TAO,4.00,16
7619,201602,MATH 8900,GHO,4.00,2
7620,201602,MATH 8900,LEY,3.00,1
7621,201602,ME 2202,H,2.95,58
7622,201602,ME 2202,R,3.42,12
7623,201602,ME 2801,FER,3.17,6
7624,201602,ME 3057,T,3.71,17
7625,201602,ME 3057,U,3.59,18
7626,201602,ME 3210,H,2.97,60
7627,201602,ME 3210,J,3.03,61
7628,201602,ME 4182,K,4.00,22
7629,201602,ME 4803,SP,3.50,4
7630,201602,ME 4803,ZHA,3.57,7
7631,201602,ME 6243,A,4.00,4
7632,201602,ME 6720,A,3.44,9
7633,201602,ME 6796,R,4.00,5
7634,201602,ME 8803,MIP,4.00,1
7635,201602,ME 8813,CHO,3.00,3
7636,201602,ME 8813,TEL,3.89,18
7637,201602,ME 8903,KAL,4.00,1
7638,201602,ME 8913,JAR,4.00,1
7639,201602,ME 8913,LIN,4.00,1
7640,201602,ME 8913,PAR,4.00,1
7641,201602,ME 8932,YEE,3.00,1
7642,201602,ME 8973,KU,4.00,1
7643,201602,ME 9000,KA,1,2
7644,201602,ME 9000,KIM,1,5
7645,201602,MP 8803,A,3.67,7
7646,201602,MUSI 3019,PB,3.99,96
7647,201602,MUSI 3231,CC,4.00,16
7648,201602,MUSI 3241,C,4.00,27
7649,201602,MUSI 3251,GC,4.00,29
7650,201602,MUSI 3261,WC,4.00,10
7651,201602,MUSI 3321,B,4.00,33
7652,201602,MUSI 3511,PE,4.00,13
7653,201602,MUSI 3511,SS,4.00,6
7654,201602,MUSI 3600,FC,4.00,1
7655,201602,MUSI 3750,CLK,4.00,1
7656,201602,MUSI 3803,JU,4.00,17
7657,201602,MUSI 4450,FC,4.00,1
7658,201602,MUSI 4699,FJ,4.00,1
7659,201602,MUSI 4801,CT,4.00,28
7660,201602,MUSI 6105,CM,3.92,12
7661,201602,MUSI 6203,GW,3.77,26
7662,201602,MUSI 6304,JF,3.72,18
7663,201602,MUSI 7999,AGL,4.00,1
7664,201602,NRE 4232,B,3.78,23
7665,201602,PHIL 2010,JB,3.16,33
7666,201602,PHIL 3103,RP,3.52,34
7667,201602,PHIL 3109,DE,3.83,26
7668,201602,PHIL 3109,R,3.83,36
7669,201602,PHYS 2699,DEH,4.00,1
7670,201602,PHYS 2699,NO,4.00,1
7671,201602,PHYS 2901,LAB,4.00,1
7672,201602,PHYS 2902,LAB,4.00,1
7673,201602,PHYS 4421,A,2.83,7
7674,201602,PHYS 4602,B,4.00,15
7675,201602,PHYS 4699,NO,4.00,4
7676,201602,PHYS 4699,RG,4.00,1
7677,201602,PHYS 4804,A,4.00,7
7678,201602,PHYS 6771,A,3.00,1
7679,201602,PHYS 7143,A,4.00,12
7680,201602,PHYS 7147,B,3.00,4
7681,201602,PHYS 8803,G,3.25,5
7682,201602,PHYS 8803,Q,4.00,5
7683,201602,POL 1101,RB,3.22,111
7684,201602,PSYC 2005,A,3.50,8
7685,201602,PSYC 2280,A,3.72,32
7686,201602,PSYC 2699,RC,4.00,1
7687,201602,PSYC 2699,RT,4.00,1
7688,201602,PSYC 3040,MW,3.00,1
