,0,1,2,3,4,5,6,7
21962,201502,Electronic Commerce,24498,MGT 6056,EM,3.000,6:05 pm - 8:55 pm,Dongjun   Wu 
21963,201502,Electronic Commerce,28937,MGT 6056,EM1,3.000,1:35 pm - 2:55 pm,Dongjun   Wu 
21964,201502,Electronic Commerce,23531,MGT 6056,TSA,3.000,1:35 pm - 2:55 pm,Dongjun   Wu 
21965,201502,Electronic Commerce,30752,MGT 6056,TSB,3.000,6:05 pm - 8:55 pm,Dongjun   Wu 
21966,201502,Bus Process Analy&Design,30688,MGT 6057,EM,3.000,12:05 pm - 1:25 pm,Christopher Michael  Forman 
21967,201502,Bus Process Analy&Design,30372,MGT 6057,TSA,3.000,12:05 pm - 1:25 pm,Christopher Michael  Forman 
21968,201502,Info Tech Practicum,25906,MGT 6058,EM1,3.000,9:05 am - 11:55 am,Sridhar   Narasimhan 
21969,201502,Info Tech Practicum,24449,MGT 6058,TSA,3.000,9:05 am - 11:55 am,Sridhar   Narasimhan 
21970,201502,Financial Management,23635,MGT 6060,EM1,3.000,6:05 pm - 8:55 pm,Andras   Danis 
21971,201502,Financial Management,25094,MGT 6060,EM2,3.000,6:05 pm - 8:55 pm,Andras   Danis 
21972,201502,Financial Management,31081,MGT 6060,TSA,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Jonathan E.  Clarke 
21973,201502,International Finance,24390,MGT 6070,EM,3.000,6:05 pm - 8:55 pm,Nishant   Dass 
21974,201502,International Finance,25917,MGT 6070,TSA,3.000,6:05 pm - 8:55 pm,Nishant   Dass 
21975,201502,Investments,21507,MGT 6080,TSA,3.000,4:35 pm - 5:55 pm,Seo Yeon  Lee 
21976,201502,Derivative Securities,20978,MGT 6081,TSA,3.000,3:05 pm - 4:25 pm,Soohun   Kim 
21977,201502,Fundmnt Real Estate Dev.,30689,MGT 6082,EM,3.000,3:05 pm - 4:25 pm,Barry Heath  Branch 
21978,201502,Fundmnt Real Estate Dev.,28746,MGT 6082,TSA,3.000,3:05 pm - 4:25 pm,Barry Heath  Branch 
21979,201502,Real Estate Practicum,28745,MGT 6083,TSA,3.000,4:35 pm - 5:55 pm,Barry Heath  Branch 
21980,201502,Teamwork-Organizations,25093,MGT 6106,EM,3.000,6:05 pm - 8:55 pm,Benjamin David  Herndon 
21981,201502,Leadership & Org Change,27703,MGT 6107,EM1,3.000,12:05 pm - 1:25 pm,Benjamin David  Herndon 
21982,201502,Leadership & Org Change,27435,MGT 6107,TSA,3.000,12:05 pm - 1:25 pm,Benjamin David  Herndon 
21983,201502,Negotiation and Conflict,28637,MGT 6110,EM,3.000,6:05 pm - 8:55 pm,Christina E  Shalley 
21984,201502,Negotiation and Conflict,28636,MGT 6110,TSA,3.000,3:05 pm - 5:55 pm,Christina E  Shalley 
21985,201502,Innov&Entrepreneur Behav,23674,MGT 6111,EM,3.000,6:05 pm - 8:55 pm,Dennis H  Nagao 
21986,201502,Innov&Entrepreneur Behav,23532,MGT 6111,TSA,3.000,6:05 pm - 8:55 pm,Dennis H  Nagao 
21987,201502,NonProfit Team Cons Proj,26805,MGT 6113,EM,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Terry C  Blum 
21988,201502,NonProfit Team Cons Proj,26572,MGT 6113,TSA,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Terry C  Blum 
21989,201502,"Gend, Race, Ethn Org Behav",27461,MGT 6116,TSA,3.000,9:35 am - 10:55 am,Gail Hirschorn  Evans 
21990,201502,Strategic Management,24393,MGT 6125,EM,2.000,6:05 pm - 7:55 pm,Frank T  Rothaermel 
21991,201502,Strategic Management,21457,MGT 6125,TSA,2.000,12:05 pm - 1:55 pm,Frank T  Rothaermel 
21992,201502,Integrative Mgt Exper,24394,MGT 6126,EM,1.000,8:00 pm - 8:55 pm,Frank T  Rothaermel 
21993,201502,Integrative Mgt Exper,21750,MGT 6126,TSA,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Frank T  Rothaermel 
21994,201502,Business Communications,25749,MGT 6127,EM1,1.000,6:05 pm - 9:25 pm,Nancy Williams  Vason 
21995,201502,Business Communications,25750,MGT 6127,EM2,1.000,6:05 pm - 9:25 pm,Marilyn Elizabeth  Ringo 
21996,201502,Managerial Economics,23533,MGT 6130,EM,1.500,6:05 pm - 8:55 pm,Annamaria   Conti 
21997,201502,Managerial Economics,29420,MGT 6130,EM1,1.500,12:05 pm - 1:25 pm,Matthew J  Higgins 
21998,201502,Managerial Economics,21458,MGT 6130,TSA,1.500,12:05 pm - 1:25 pm,Matthew J  Higgins 
21999,201502,Managerial Economics II,26558,MGT 6134,EM,1.500,6:05 pm - 8:55 pm,Annamaria   Conti 
22000,201502,Managerial Economics II,29422,MGT 6134,EM1,1.500,12:05 pm - 1:25 pm,Matthew J  Higgins 
22001,201502,Managerial Economics II,26557,MGT 6134,TSA,1.500,12:05 pm - 1:25 pm,Matthew J  Higgins 
22002,201502,Macroeconomics for Mgrs,28623,MGT 6135,EM,3.000,6:05 pm - 8:55 pm,Matthew J  Higgins 
22003,201502,Macroeconomics for Mgrs,31218,MGT 6135,EX,3.000,6:05 pm - 8:55 pm,Matthew J  Higgins 
22004,201502,Venture Creation,27427,MGT 6165,EM,3.000,6:05 pm - 8:55 pm,Jonathan Daniel  Giuliano 
22005,201502,Venture Creation,27597,MGT 6165,TSA,3.000,6:05 pm - 8:55 pm,Jonathan Daniel  Giuliano 
22006,201502,Marketing Management I,23534,MGT 6300,EM,3.000,6:05 pm - 8:55 pm,Ajay Kumar  Kohli 
22007,201502,Marketing Management I,20979,MGT 6300,TSA,3.000,9:35 am - 10:55 am,Goutam N  Challagalla 
22008,201502,Marketing Management I,29194,MGT 6300,TSB,3.000,6:05 pm - 8:55 pm,Ajay Kumar  Kohli 
22009,201502,Consumer Behavior,24534,MGT 6302,EM,3.000,6:05 pm - 8:55 pm,Samuel Devere  Bond 
22010,201502,Consumer Behavior,25960,MGT 6302,EM1,3.000,12:05 pm - 1:25 pm,Samuel Devere  Bond 
22011,201502,Consumer Behavior,21459,MGT 6302,TS1,3.000,12:05 pm - 1:25 pm,Samuel Devere  Bond 
22012,201502,Consumer Behavior,30847,MGT 6302,TS2,3.000,6:05 pm - 8:55 pm,Samuel Devere  Bond 
22013,201502,Marketing Research,24535,MGT 6310,EM,3.000,6:05 pm - 8:55 pm,Omer Cem   Ozturk 
22014,201502,Marketing Research,30687,MGT 6310,EM1,3.000,9:35 am - 10:55 am,Omer Cem   Ozturk 
22015,201502,Marketing Research,21460,MGT 6310,TSA,3.000,9:35 am - 10:55 am,Omer Cem   Ozturk 
22016,201502,Marketing Research,30753,MGT 6310,TSB,3.000,6:05 pm - 8:55 pm,Omer Cem   Ozturk 
22017,201502,Collaborative Prod Dev,27594,MGT 6326,EM,3.000,6:05 pm - 8:55 pm,Karthik   Ramachandran 
22018,201502,Collaborative Prod Dev,27428,MGT 6326,TSA,3.000,6:05 pm - 8:55 pm,Karthik   Ramachandran 
22019,201502,Operations Management,23535,MGT 6350,EM,3.000,1:35 pm - 2:55 pm,Ravi   Subramanian 
22020,201502,Operations Management,20980,MGT 6350,TSA,3.000,1:35 pm - 2:55 pm,Ravi   Subramanian 
22021,201502,International Practicum,25476,MGT 6352,EM2,3.000,6:05 pm - 8:55 pm,Joy Lynn  Rogers 
22022,201502,International Practicum,24479,MGT 6352,EM3,3.000,6:05 pm - 8:55 pm,Joseph   Kebede 
22023,201502,International Practicum,23536,MGT 6352,TS2,3.000,6:05 pm - 8:55 pm,Joy Lynn  Rogers 
22024,201502,International Practicum,30331,MGT 6352,TS3,3.000,6:05 pm - 8:55 pm,Joseph   Kebede 
22025,201502,Global Operations,31160,MGT 6360,EM,3.000,1:35 pm - 2:55 pm,Soumen   Ghosh 
22026,201502,Global Operations,22111,MGT 6360,TS1,3.000,1:35 pm - 2:55 pm,Soumen   Ghosh 
22027,201502,Pricing Analytics & Rev,25149,MGT 6400,EM,3.000,6:05 pm - 8:55 pm,Necati   Tereyagoglu 
22028,201502,Pricing Analytics & Rev,25885,MGT 6400,EM1,3.000,1:35 pm - 2:55 pm,Necati   Tereyagoglu 
22029,201502,Pricing Analytics & Rev,25144,MGT 6400,TS1,3.000,1:35 pm - 2:55 pm,Necati   Tereyagoglu 
22030,201502,Pricing Analytics & Rev,30757,MGT 6400,TSB,3.000,6:05 pm - 8:55 pm,Necati   Tereyagoglu 
22031,201502,Analytical Tools,25098,MGT 6600,EM,3.000,6:05 pm - 8:55 pm,Robert Harold  Burgess 
22032,201502,Technology Strategy,29071,MGT 6663,EM,3.000,12:05 pm - 2:55 pm,Marco   Ceccagnoli 
22033,201502,Technology Strategy,28851,MGT 6663,TSA,3.000,12:05 pm - 2:55 pm,Marco   Ceccagnoli 
22034,201502,Prin-Mgt for Engineers,20710,MGT 6753,TSA,3.000,3:05 pm - 4:25 pm,Alan Dodd  Flury 
22035,201502,Fixed Income Securities,21118,MGT 6769,TSA,3.000,4:35 pm - 5:55 pm,Alex Chia  Hsu 
22036,201502,Mgt Resources-Tech Firms,30741,MGT 6772,EM,3.000,1:35 pm - 2:55 pm,Gulru Fatma  Ozkan 
22037,201502,Mgt Resources-Tech Firms,25928,MGT 6772,TSA,3.000,1:35 pm - 2:55 pm,Gulru Fatma  Ozkan 
22038,201502,Fund of Innovation II,25256,MGT 6831,EM1,3.000,4:35 pm - 7:25 pm,Marie   Thursby 
22039,201502,Fund of Innovation II,24453,MGT 6831,TSA,3.000,4:35 pm - 7:25 pm,Marie   Thursby 
22040,201502,Theory of Finance,22631,MGT 7060,TSA,3.000,8:00 am - 11:00 am,Alex Chia  Hsu 
22041,201502,Empirical Finance,22632,MGT 7061,TSA,3.000,3:00 pm - 6:00 pm,Seo Yeon  Lee 
22042,201502,Corporate Restructuring,30369,MGT 7062,TSA,3.000,8:00 am - 11:00 am,Andras   Danis 
22043,201502,Organizational Theory,30649,MGT 7107,TSA,3.000,2:00 pm - 5:00 pm,Terry C  Blum 
22044,201502,Theory Construction,26784,MGT 7308,TSA,3.000,9:35 am - 12:25 pm,Ajay Kumar  Kohli 
22045,201502,PhD Strat Mgt Research I,30374,MGT 7400,TSA,3.000,5:00 pm - 8:00 pm,Matthew J  Higgins 
22046,201502,Special Topics in Mgt,31161,MGT 8803,EM0,3.000,12:05 pm - 1:25 pm,Yu   Hu 
22047,201502,Special Topics in Mgt,24107,MGT 8803,EM1,3.000,9:05 am - 11:55 am,Lee Robinson  Campe 
22048,201502,Special Topics in Mgt,25530,MGT 8803,EM4,3.000,6:05 pm - 8:55 pm,Henry   Sauermann 
22049,201502,Special Topics in Mgt,29290,MGT 8803,EM5,3.000,6:05 pm - 8:55 pm,Dong   Liu 
22050,201502,Special Topics in Mgt,29173,MGT 8803,EM6,3.000,6:05 pm - 8:55 pm,Stuart J  Graham 
22051,201502,Special Topics in Mgt,21327,MGT 8803,EM7,3.000,6:05 pm - 8:55 pm,Goutam N  Challagalla 
22052,201502,Special Topics in Mgt,29124,MGT 8803,EM8,3.000,6:05 pm - 8:55 pm,Lee Robinson  Campe 
22053,201502,Special Topics in Mgt,30698,MGT 8803,EM9,3.000,3:05 pm - 4:25 pm,Joel Harvey  Cowan 
22054,201502,Special Topics in Mgt,31313,MGT 8803,EMA,3.000,9:35 am - 10:55 am,Yu   Hu 
22055,201502,Special Topics in Mgt,31393,MGT 8803,EMB,3.000,4:35 pm - 5:55 pm,Kerry Roberts  Gibson 
22056,201502,Special Topics in Mgt,21511,MGT 8803,TSA,3.000,9:05 am - 11:55 am,Lee Robinson  Campe 
22057,201502,Special Topics in Mgt,24395,MGT 8803,TSB,3.000,9:35 am - 10:55 am,Alexander   Oettl 
22058,201502,Special Topics in Mgt,23537,MGT 8803,TSC,3.000,2:05 pm - 4:55 pm,Marius Florin  Niculescu 
22059,201502,Special Topics in Mgt,23538,MGT 8803,TSD,3.000,9:00 am - 12:00 pm,Annamaria   Conti 
22060,201502,Special Topics in Mgt,21512,MGT 8803,TSE,3.000,6:05 pm - 8:55 pm,Goutam N  Challagalla 
22061,201502,Special Topics in Mgt,20988,MGT 8803,TSF,3.000,3:05 pm - 4:25 pm,Joel Harvey  Cowan 
22062,201502,Special Topics in Mgt,28646,MGT 8803,TSH,3.000,9:35 am - 10:55 am,Yu   Hu 
22063,201502,Special Topics in Mgt,28751,MGT 8803,TSI,3.000,12:05 pm - 1:25 pm,Peter   Thompson 
22064,201502,Special Topics in Mgt,26960,MGT 8803,TSJ,3.000,12:05 pm - 1:25 pm,Yu   Hu 
22065,201502,Special Topics in Mgt,28752,MGT 8803,TSK,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Peter   Thompson 
22066,201502,Special Topics in Mgt,28838,MGT 8803,TSL,3.000,1:35 pm - 2:55 pm,Peter P  Swire 
22067,201502,Special Topics in Mgt,24444,MGT 8803,TSM,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Atalay   Atasu 
22068,201502,Special Topics in Mgt,29129,MGT 8803,TSN,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Shankar   Venkataraman 
22069,201502,Special Topics in Mgt,29234,MGT 8803,TSO,3.000,9:00 am - 12:00 pm,Xi   Kuang 
22070,201502,Special Topics in Mgt,30371,MGT 8803,TSP,3.000,11:30 am - 2:30 pm,Soohun   Kim 
22071,201502,Special Topics in Mgt,30484,MGT 8803,TSQ,3.000,3:05 pm - 4:25 pm,Alan Dodd  Flury 
22072,201502,Special Topics in Mgt,30490,MGT 8803,TSR,3.000,6:05 pm - 8:55 pm,Dong   Liu 
22073,201502,Special Topics in Mgt,30851,MGT 8803,TSS,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Stuart J  Graham 
22074,201502,Special Topics,21432,MGT 8811,TSA,1.000,12:05 pm - 1:35 pm,Deborah H  Turner 
22075,201502,Special Topics,23634,MGT 8811,TSB,1.000,11:00 am - 12:30 pm,Henry   Sauermann 
22076,201502,Biological Principles,24989,BIOL 1510,A,4.000,9:05 am - 9:55 am,Eric Alexander  Gaucher 
22077,201502,Intro to Organismal Biol,20379,BIOL 1520,P,4.000,11:05 am - 11:55 am,Mirjana M  Brockett 
22078,201502,Intro to Organismal Biol,24385,BIOL 1520,R,4.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",David   Garton 
22079,201502,Honors Organismal Biol,21790,BIOL 1521,A,4.000,9:05 am - 9:55 am,Joseph P  Montoya 
22080,201502,Biogeography-New Zealand,22722,BIOL 2100,R,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",David   Garton 
22081,201502,General Ecology,27094,BIOL 2335,A,3.000,12:05 pm - 12:55 pm,Danielle Lynn  Dixson 
22082,201502,Genetics,21793,BIOL 2344,A,3.000,8:05 am - 9:25 am,Michael   Goodisman 
22083,201502,Math Models in Biol,22721,BIOL 2400,A,3.000,9:35 am - 10:55 am,Christine C  Spencer 
22084,201502,Ecology&Evol-Australia,22723,BIOL 3100,R,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",David   Garton 
22085,201502,Cell Molecular Biol,26499,BIOL 3450,A,3.000,10:05 am - 10:55 am,Alfred H.  Merrill 
22086,201502,Intro Evolutionary Biol,22288,BIOL 3600,A,3.000,12:05 pm - 1:25 pm,William C  Ratcliff 
22087,201502,Human Physiology,28849,BIOL 3755,A,3.000,12:05 pm - 1:25 pm,Melinda   Millard-Stafford 
22088,201502,Protein Biology,29295,BIOL 4012,A,3.000,3:05 pm - 4:25 pm,Yury O  Chernoff 
22089,201502,Medical Microbiology,27097,BIOL 4340,A,3.000,5:35 pm - 6:55 pm,Jonas M.  Winchell 
22090,201502,Microbial Ecology,22730,BIOL 4410,A,3.000,11:05 am - 11:55 am,Joel   Kostka 
22091,201502,Marine Ecology,27098,BIOL 4417,A,3.000,1:35 pm - 2:55 pm,Mark Edward  Hay 
22092,201502,Microbial Physiology,21835,BIOL 4418,A,3.000,3:05 pm - 4:25 pm,Thomas J  Dichristina 
22093,201502,Developmental Biology,25809,BIOL 4464,A,3.000,10:05 am - 10:55 am,Jung H  Choi 
22094,201502,Biophysics,27101,BIOL 4478,A,3.000,8:05 am - 9:25 am,Roger Martin  Wartell 
22095,201502,Immunology & Immunochem,21072,BIOL 4570,A,3.000,1:35 pm - 2:55 pm,Jennifer Kraft  Leavey 
22096,201502,Research Project Lab,28237,BIOL 4590,A,3.000,12:05 pm - 12:55 pm,Jeffrey   Skolnick 
22097,201502,Research Project Lab,22731,BIOL 4590,B,3.000,12:05 pm - 12:55 pm,Lin   Jiang 
22098,201502,Eukaryotic Mol Genetics,22289,BIOL 4668,A,3.000,12:05 pm - 1:25 pm,Francesca   Storici 
22099,201502,Biol Undergrad Teaching,26665,BIOL 4697,A,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Christine C  Spencer 
22100,201502,Biol Undergrad Teaching,27302,BIOL 4697,B,3.000,2:05 pm - 3:55 pm,Christine C  Spencer 
22101,201502,Biol Undergrad Teaching,27303,BIOL 4697,C,3.000,12:05 pm - 1:55 pm,Christine C  Spencer 
22102,201502,Mathematical Biology,29816,BIOL 4755,A,3.000,3:05 pm - 3:55 pm,Joshua S  Weitz 
22103,201502,Special Topics,27576,BIOL 4803,A,3.000,2:05 pm - 2:55 pm,Joseph R  Mendelson 
22104,201502,Special Topics,28241,BIOL 4803,B,3.000,9:05 am - 9:55 am,Terry W  Snell 
22105,201502,Special Topics,28590,BIOL 4803,C,3.000,9:35 am - 10:55 am,Gregory C  Gibson 
22106,201502,Special Topics,26556,BIOL 4803,J,3.000,2:05 pm - 2:55 pm,Frank James  Stewart 
22107,201502,Microbial Ecology,22732,BIOL 6410,A,3.000,11:05 am - 11:55 am,Joel   Kostka 
22108,201502,Marine Ecology,27099,BIOL 6417,A,3.000,1:35 pm - 2:55 pm,Mark Edward  Hay 
22109,201502,Microbial Physiology,21840,BIOL 6418,A,3.000,3:05 pm - 4:25 pm,Thomas J  Dichristina 
22110,201502,Env Microbial Genomics,30771,BIOL 6720,A,3.000,9:35 am - 10:55 am,Konstantinos T  Konstantinidis 
22111,201502,Computational Genomics,26571,BIOL 7210,A,3.000,10:35 am - 11:55 am,Irving King  Jordan 
22112,201502,Eukaryotic Molec Genetic,21105,BIOL 7668,A,3.000,12:05 pm - 1:25 pm,Francesca   Storici 
22113,201502,Special Topics,27993,BIOL 8801,E,1.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Mark Edward  Hay 
22114,201502,Special Topics,26710,BIOL 8803,A,3.000,2:05 pm - 2:55 pm,Frank James  Stewart 
22115,201502,Special Topics,27445,BIOL 8803,C,3.000,10:05 am - 10:55 am,Jung H  Choi 
22116,201502,Special Topics,27838,BIOL 8803,D,3.000,8:05 am - 9:25 am,Roger Martin  Wartell 
22117,201502,Special Topics,28242,BIOL 8803,E,3.000,3:05 pm - 3:55 pm,Joshua S  Weitz 
22118,201502,Special Topics,25077,BIOL 8803,J,3.000,3:05 pm - 4:25 pm,Yury O  Chernoff 
22119,201502,Economics and Policy,28272,ECON 2100,TB,3.000,9:35 am - 10:55 am,Richard   Fritz 
22120,201502,The Global Economy,28694,ECON 2101,IP,3.000,3:05 pm - 4:25 pm,Usha C  Nair-Reichert 
22121,201502,The Global Economy,25056,ECON 2101,R,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Carine   Sonntag 
22122,201502,The Global Economy,22620,ECON 2101,UN,3.000,3:05 pm - 4:25 pm,Usha C  Nair-Reichert 
22123,201502,Prin of Macroeconomics,28257,ECON 2105,BH,3.000,12:05 pm - 12:55 pm,Brian A  Hunt 
22124,201502,Prin of Macroeconomics,29808,ECON 2105,BH1,3.000,9:05 am - 9:55 am,Brian A  Hunt 
22125,201502,Prin of Macroeconomics,20435,ECON 2105,VK,3.000,12:05 pm - 1:25 pm,Vitor   Kamada 
22126,201502,Prin of Microeconomics,27121,ECON 2106,EG,3.000,11:05 am - 11:55 am,Emily Elizabeth  Galloway 
22127,201502,Prin of Microeconomics,28261,ECON 2106,JN,3.000,12:05 pm - 12:55 pm,Jiayao   Ni 
22128,201502,Prin of Microeconomics,20743,ECON 2106,OS,3.000,9:35 am - 10:55 am,Olga   Shemyakina 
22129,201502,Prin of Microeconomics,28259,ECON 2106,RF,3.000,10:05 am - 10:55 am,Richard   Fritz 
22130,201502,Statistics for Economist,29765,ECON 2250,EJ,3.000,12:05 pm - 12:55 pm,Erik Paul  Johnson 
22131,201502,Adv Microeconomic Analys,20437,ECON 3110,SD,3.000,12:05 pm - 1:25 pm,Tibor   Besedes 
22132,201502,Advanced Macroeconomics,20438,ECON 3120,WB,3.000,1:05 pm - 1:55 pm,Willie J  Belton 
22133,201502,Econometric Analysis,30615,ECON 3161,SD,3.000,9:35 am - 10:55 am,Shatakshee   Dhongde 
22134,201502,Economic Forecasting,20581,ECON 4160,PD,3.000,12:05 pm - 1:25 pm,Parks Allen  Dodd 
22135,201502,Game Theory Economics,29788,ECON 4180,BC,3.000,9:35 am - 10:55 am,Byung-Cheol   Kim 
22136,201502,International Economics,30618,ECON 4350,IP1,3.000,12:05 pm - 1:25 pm,Usha C  Nair-Reichert 
22137,201502,International Economics,30617,ECON 4350,UN,3.000,12:05 pm - 1:25 pm,Usha C  Nair-Reichert 
22138,201502,Network Economics,29974,ECON 4360,MK,3.000,5:05 pm - 7:55 pm,Mikhail M  Klimenko 
22139,201502,Economic Development,26492,ECON 4411,OS,3.000,1:35 pm - 2:55 pm,Olga   Shemyakina 
22140,201502,Urban & Regional Econ,20580,ECON 4421,WS,3.000,2:05 pm - 2:55 pm,William Arthur  Schaffer 
22141,201502,Transportation Economics,28243,ECON 4430,PM,3.000,4:35 pm - 5:55 pm,Patrick S.  McCarthy 
22142,201502,Economics of Environment,28244,ECON 4440,MO,3.000,11:05 am - 11:55 am,Matthew   Oliver 
22143,201502,Thesis-Political Economy,22621,ECON 4741,WB,3.000,12:05 pm - 12:55 pm,Willie J  Belton 
22144,201502,Special Topics,27124,ECON 4813,DL,3.000,1:35 pm - 2:55 pm,David   Laband 
22145,201502,Special Topics,29847,ECON 4813,JMC,3.000,12:05 pm - 1:25 pm,Juan   Moreno-Cruz 
22146,201502,Individual Research,24933,ECON 4910,BK,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Byung-Cheol   Kim 
22147,201502,Individual Research,25206,ECON 4910,CR,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Christine Perry  Ries 
22148,201502,Individual Research,25203,ECON 4910,EJ,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Erik Paul  Johnson 
22149,201502,Individual Research,31271,ECON 4910,HL,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Haizheng   Li 
22150,201502,Individual Research,25204,ECON 4910,JMC,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Juan   Moreno-Cruz 
22151,201502,Individual Research,25651,ECON 4910,LK,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Levent   Kutlu 
22152,201502,Individual Research,25202,ECON 4910,MK,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Mikhail M  Klimenko 
22153,201502,Individual Research,29562,ECON 4910,MO,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Matthew   Oliver 
22154,201502,Individual Research,25205,ECON 4910,OS,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Olga   Shemyakina 
22155,201502,Individual Research,30480,ECON 4910,PD,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Parks Allen  Dodd 
22156,201502,Individual Research,30612,ECON 4910,PM,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Patrick S.  McCarthy 
22157,201502,Individual Research,24719,ECON 4910,RU,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Ruth O  Uwaifo 
22158,201502,Individual Research,24949,ECON 4910,SD,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Shatakshee   Dhongde 
22159,201502,Individual Research,24969,ECON 4910,TB,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Tibor   Besedes 
22160,201502,Individual Research,24600,ECON 4910,UN,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Usha C  Nair-Reichert 
22161,201502,Individual Research,24822,ECON 4910,VG,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Vivek   Ghosal 
22162,201502,Individual Research,24721,ECON 4910,WB,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Willie J  Belton 
22163,201502,Individual Research,24601,ECON 4910,WS,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",William Arthur  Schaffer 
22164,201502,Macroeconomics,29849,ECON 6105,MO,3.000,10:05 am - 10:55 am,Matthew   Oliver 
22165,201502,Econometric Analysis,29862,ECON 6160,HL,3.000,3:05 pm - 4:25 pm,Haizheng   Li 
22166,201502,Transportation Economics,30078,ECON 6341,WS,3.000,4:35 pm - 5:55 pm,Patrick S.  McCarthy 
22167,201502,Development Economics,30075,ECON 6360,OS,3.000,1:35 pm - 2:55 pm,Olga   Shemyakina 
22168,201502,Economic of Environment,30079,ECON 6380,MO,3.000,11:05 am - 11:55 am,Matthew   Oliver 
22169,201502,International Economics,30643,ECON 6650,UN1,3.000,12:05 pm - 1:25 pm,Usha C  Nair-Reichert 
22170,201502,Microeconomic Theory II,25769,ECON 7013,BK,3.000,1:35 pm - 2:55 pm,Byung-Cheol   Kim 
22171,201502,Econometrics II,25771,ECON 7023,HL,3.000,12:05 pm - 1:25 pm,Haizheng   Li 
22172,201502,Microeconomet Analysis,28246,ECON 7026,PM,3.000,3:05 pm - 4:25 pm,Patrick S.  McCarthy 
22173,201502,Micro of Innovation,25770,ECON 7031,VG,3.000,5:05 pm - 7:55 pm,Vivek   Ghosal 
22174,201502,Environmental Econ II,26493,ECON 7103,EJ,3.000,3:05 pm - 4:25 pm,Erik Paul  Johnson 
22175,201502,Industrial Organization II,26494,ECON 7112,LK,3.000,1:35 pm - 2:55 pm,Levent   Kutlu 
22176,201502,International Econ II,26495,ECON 7122,TB,3.000,9:35 am - 10:55 am,Tibor   Besedes 
22177,201502,Special Topics,30071,ECON 8803,BC,3.000,9:35 am - 10:55 am,Byung-Cheol   Kim 
22178,201502,Special Topics,30073,ECON 8803,MK,3.000,5:05 pm - 7:55 pm,Mikhail M  Klimenko 
22179,201502,Funds of Musicianship II,28587,MUSI 2011,B,3.000,1:35 pm - 2:55 pm,Benjamin J  Diden 
22180,201502,Survey-Music Technology,28607,MUSI 3450,A,3.000,3:05 pm - 4:25 pm,Frank Leo  Clark 
22181,201502,History of Jazz,28925,MUSI 3630,CC,3.000,1:05 pm - 2:25 pm,Cameron Lynn  Crotts 
22182,201502,Ind Applied Instruction,21147,MUSI 3710,A,1.000,7:05 am - 7:55 am,Frank Leo  Clark 
22183,201502,Ind Applied Instruction,21148,MUSI 3720,A,1.000,7:05 am - 7:55 am,Frank Leo  Clark 
22184,201502,Ind Applied Instruction,22797,MUSI 3730,NM,1.000,7:05 am - 7:55 am,Frank Leo  Clark 
22185,201502,Special Topics,21966,MUSI 3803,CM,3.000,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Christopher J  Moore 
22186,201502,Music Recording & Mixing,30344,MUSI 4630,CM,3.000,1:35 pm - 2:55 pm,Christopher J  Moore 
22187,201502,Special Topics,27725,MUSI 4803,1,3.000,10:05 am - 10:55 am,Frank Leo  Clark 
22188,201502,Special Topics,27041,MUSI 4803,FC,3.000,11:05 am - 11:55 am,Frank Leo  Clark 
22189,201502,Interactive Music,30060,MUSI 6002,JF,3.000,1:35 pm - 2:55 pm,Jason A  Freeman 
