0,1,2,3,4,5,6,7,8,9,10,11,12
2018,fall,ACCY,505,2,UNKNOWN,31339,Lecture-Discussion,A,12:30 PM - 01:50 PM,TR,3063 Business Instructional Fac,"Chatterton, A"
2018,fall,ACCY,505,2,UNKNOWN,31341,Lecture-Discussion,B,02:00 PM - 03:20 PM,TR,3063 Business Instructional Fac,"Holder, D"
2018,fall,ACCY,505,2,UNKNOWN,54993,Lecture-Discussion,C,03:30 PM - 04:50 PM,TR,3063 Business Instructional Fac,"Holder, D"
2018,fall,ACCY,505,2,UNKNOWN,57605,Lecture-Discussion,D,08:00 AM - 09:20 AM,TR,3009 Business Instructional Fac,"Chatterton, A"
2018,fall,ACCY,505,2,UNKNOWN,70661,Lecture-Discussion,E,09:30 AM - 10:50 AM,TR,3009 Business Instructional Fac,"Chatterton, A"
2018,fall,ACCY,510,4,UNKNOWN,49275,Lecture-Discussion,D,02:00 PM - 03:20 PM,TR,2057 Business Instructional Fac,"Steward, C"
2018,fall,ACCY,510,4,UNKNOWN,61974,Lecture-Discussion,E,12:30 PM - 01:50 PM,TR,2011 Business Instructional Fac,"Hepp, J"
2018,fall,ACCY,510,4,UNKNOWN,62037,Lecture-Discussion,F,11:00 AM - 12:20 PM,TR,2011 Business Instructional Fac,"Hepp, J"
2018,fall,ACCY,510,4,UNKNOWN,63121,Lecture-Discussion,G,03:30 PM - 04:50 PM,TR,2057 Business Instructional Fac,"Steward, C"
2018,fall,ACCY,512,4,UNKNOWN,51813,Lecture-Discussion,A,09:30 AM - 10:50 AM,TR,2063 Business Instructional Fac,"Du, F"
2018,fall,ACCY,512,4,UNKNOWN,51814,Lecture-Discussion,B,11:00 AM - 12:20 PM,TR,2063 Business Instructional Fac,"Du, F"
2018,fall,ACCY,512,4,UNKNOWN,51816,Lecture-Discussion,D,12:30 PM - 01:50 PM,TR,2063 Business Instructional Fac,"Du, F"
2018,fall,ACCY,515,4,UNKNOWN,46977,Lecture-Discussion,A,02:00 PM - 03:20 PM,MW,3041 Business Instructional Fac,"Zhou, Y"
2018,fall,ACCY,515,4,UNKNOWN,46978,Lecture-Discussion,B,09:30 AM - 10:50 AM,MW,2011 Business Instructional Fac,"Zhou, Y"
2018,fall,ACCY,515,4,UNKNOWN,54477,Lecture-Discussion,C,03:30 PM - 04:50 PM,MW,3041 Business Instructional Fac,"Zhou, Y"
2018,fall,ACCY,517,4,UNKNOWN,31377,Lecture-Discussion,B,09:30 AM - 10:50 AM,MW,3009 Business Instructional Fac,"Ibrahim, A"
2018,fall,ACCY,517,4,UNKNOWN,39543,Lecture-Discussion,C,02:00 PM - 03:20 PM,MW,2007 Business Instructional Fac,"Ibrahim, A"
2018,fall,ACCY,518,4,UNKNOWN,66681,Lecture-Discussion,A,08:00 AM - 09:20 AM,TR,3063 Business Instructional Fac,"Nekrasz, F"
2018,fall,ACCY,518,4,UNKNOWN,66682,Lecture-Discussion,B,09:30 AM - 10:50 AM,TR,3063 Business Instructional Fac,"Nekrasz, F"
2018,fall,ACCY,518,4,UNKNOWN,66683,Lecture-Discussion,C,02:00 PM - 03:20 PM,TR,1025 Business Instructional Fac,"Nekrasz, F"
2018,fall,ACCY,518,4,UNKNOWN,70667,Lecture-Discussion,D,12:30 PM - 01:50 PM,TR,1025 Business Instructional Fac,"Nekrasz, F"
2018,fall,ACCY,551,4,UNKNOWN,31381,Lecture-Discussion,A,08:00 AM - 09:20 AM,TR,3001 Business Instructional Fac,"Sternburg, T"
2018,fall,ACCY,551,4,UNKNOWN,31382,Lecture-Discussion,B,09:30 AM - 10:50 AM,TR,3001 Business Instructional Fac,"Sternburg, T"
2018,fall,ACCY,556,1,UNKNOWN,54570,Lecture-Discussion,A,12:30 PM - 01:50 PM,MW,3063 Business Instructional Fac,"Holder, D"
2018,fall,ACCY,556,1,UNKNOWN,31384,Lecture-Discussion,B,02:00 PM - 03:20 PM,MW,3063 Business Instructional Fac,"Holder, D"
2018,fall,ACCY,570,2,UNKNOWN,66737,Lecture,AE1,08:00 AM - 09:20 AM,MW,1001 Business Instructional Fac,"Brunner, R"
2018,fall,ACCY,585,4,UNKNOWN,47788,Lecture-Discussion,A,01:00 PM - 04:50 PM,F,ARR Business Instructional Fac,"Sougiannis, TTrotman, KVenugopalan, R"
2018,fall,ACCY,592,4,UNKNOWN,29682,Lecture-Discussion,A,01:00 PM - 04:50 PM,F,ARR Business Instructional Fac,"Chen, X"
2018,fall,ACCY,592,4,UNKNOWN,70034,Lecture-Discussion,MS,01:00 PM - 04:50 PM,F,2005 Business Instructional Fac,"Urcan, O"
2018,fall,ACCY,594,4,UNKNOWN,29684,Lecture-Discussion,A,01:00 PM - 04:50 PM,M,ARR Wohlers Hall,"Urcan, O"
2018,fall,ACCY,599,0,UNKNOWN,29686,Lecture-Discussion,1,08:00 AM - 11:50 AM,F,3009 Business Instructional Fac,"Chen, X"
2018,fall,ACE,100,4,UNKNOWN,36722,Lecture,AL1,09:30 AM - 10:50 AM,TR,149 National Soybean Res Ctr,"Gundersen, L"
2018,fall,ACE,161,3,UNKNOWN,46433,Lecture-Discussion,X,09:00 AM - 10:50 AM,F,"30 ACES Lib, Info & Alum Ctr","Naughton, C"
2018,fall,ACE,199,1,UNKNOWN,62830,Lecture-Discussion,FAP,12:30 PM - 01:50 PM,TR,313 Mumford Hall,"Coppess, J"
2018,fall,ACE,210,3,UNKNOWN,61563,Lecture,AL1,02:00 PM - 02:50 PM,MW,134 Temple Hoyne Buell Hall,"Christensen, P"
2018,fall,ACE,222,3,UNKNOWN,29698,Lecture-Discussion,S,02:00 PM - 03:20 PM,TR,149 National Soybean Res Ctr,"Stoddard, P"
2018,fall,ACE,240,3,UNKNOWN,51717,Lecture,AL1,09:30 AM - 10:50 AM,TR,103 Mumford Hall,"Stoddard, P"
2018,fall,ACE,251,3,UNKNOWN,49101,Lecture,AL1,10:00 AM - 10:50 AM,MW,134 Temple Hoyne Buell Hall,"Michelson, H"
2018,fall,ACE,261,4,UNKNOWN,31419,Lecture,AL1,03:30 PM - 04:50 PM,TR,223 Gregory Hall,"Gundersen, L"
2018,fall,ACE,306,3,UNKNOWN,52038,Lecture-Discussion,P,11:00 AM - 12:20 PM,TR,426 Mumford Hall,"Endres, A"
2018,fall,ACE,335,3,UNKNOWN,70565,Lecture-Discussion,FMB,01:30 PM - 02:50 PM,MW,206 David Kinley Hall,"Ellison, B"
2018,fall,ACE,341,1,UNKNOWN,65063,Lecture-Discussion,AMM,01:30 PM - 02:20 PM,MW,426 Mumford Hall,"Wennerberg, D"
